Order in Doc + additions,DirectoryTitle,DirectoryYear,TenantLastName,TenantFirstName,ProfessionalAddress,
2027,Special Exhibition National Academy of Design,1939,Calder,Alexander Stirling,51 West 10th,
2028,Special Exhibition National Academy of Design,1939,Lentelli,Leo,51 West 10th,
2029,Who's who in American art. ,1939,Calder,Alexander Stirling,51 W. 10th,
2030,Who's who in American art. ,1939,Chase,Edward L.,51 W. 10th,
2031,Who's who in American art. ,1939,Cimiotti,Gustave,51 W. 10th,
2032,Who's who in American art. ,1939,Grinager,Alexander,51 W. 10th,
2033,Who's who in American art. ,1939,Harting,George W.,51 W. 10th,
2034,Who's who in American art. ,1939,Holzhauer,Emil,51 W. 10th,
2035,Who's who in American art. ,1939,Lentelli,Leo,51 W. 10th,
2036,Who's who in American art. ,1939,Marron,Eugenie,51 W. 10th,
2037,Who's who in American art. ,1939,Maxwell,John Alan,51 W. 10th,
2038,Who's who in American art. ,1939,Pleissner,Ogden M.,51 W. 10th,
2039,Who's who in American art. ,1939,Konay,Stephen,51 W. 10th,
2040,Who's who in American art. ,1939,Stevens,Edward Dalton,51 W. 10th,
2041,Who's who in American art. ,1939,Stevens,William Dodge,51 W. 10th,
2042,Who's who in American art. ,1939,Thompson,Woodman,51 W. 10th,
2043,"The Annual Exhibition Record of the National Academy of Design, 1901-1950",1940,Chesno,Jacques,51 W. 10th,
2044,"The Annual Exhibition Record of the National Academy of Design, 1901-1950",1940,Cimiotti,Gustave,51 W. 10th,
2045,"The Annual Exhibition Record of the National Academy of Design, 1901-1950",1940,Pleissner,Ogden M.,51 W. 10th,
2046,"Annual Exhibition Sculpture, Watercolor, Drawings and Print, Whitney Museum of American Art
",1940,Pleissner,Ogden M.,51 W. 10th,
2047,Who's who in American art. ,1940,Calder,Alexander Stirling,51 W. 10th,
2048,Who's who in American art. ,1940,Cimiotti,Gustave,51 W. 10th,
2049,Who's who in American art. ,1940,Grinager,Alexander,51 W. 10th,
2050,Who's who in American art. ,1940,Harting,George W.,51 W. 10th,
2051,Who's who in American art. ,1940,Hurst,Earl Oliver,51 W. 10th,
2052,Who's who in American art. ,1940,Lentelli,Leo,51 W. 10th,
2053,Who's who in American art. ,1940,Maxwell,John Alan,51 W. 10th,
2054,Who's who in American art. ,1940,Pleissner,Ogden M.,51 W. 10th,
2055,Who's who in American art. ,1940,Stevens,William Dodge,51 W. 10th,
2056,Who's who in American art. ,1940,Thompson,Woodman,51 W. 10th,
2057,"The Annual Exhibition Record of the National Academy of Design, 1901-1950",1941,Pleissner,Ogden M.,51 W. 10th,
2058,Modern Plastics Encyclopedia Issue,1942,Paullin,Ethel Parsons,51 W. 10th,
2059,"Manhattan, New York, City Directory, 1942",1942,Ackley,Edith Flack,51W10,
2060,"Manhattan, New York, City Directory, 1942",1942,Barkentin,George,51W10,
2061,"Manhattan, New York, City Directory, 1942",1942,Clark,Matt,51W10,
2062,"Manhattan, New York, City Directory, 1942",1942,Cornell,Gertrude,51W10,
2063,"Manhattan, New York, City Directory, 1942",1942,Donahue,Ann Turner,51W10,
2064,"Manhattan, New York, City Directory, 1942",1942,Donahue,Frank R.,51W10,
2065,"Manhattan, New York, City Directory, 1942",1942,Harting,George W.,51W10,
2066,"Manhattan, New York, City Directory, 1942",1942,Mathieu,Mrs. Ruth,51W10,
2067,"Manhattan, New York, City Directory, 1942",1942,Maxwell,John Alan,51W10,
2068,"Manhattan, New York, City Directory, 1942",1942,Patton,Jessica,51W10,
2069,"Manhattan, New York, City Directory, 1942",1942,Paullin,Telford Mrs.,51W10,
2070,"Manhattan, New York, City Directory, 1942",1942,Prohaska,R. J.,51W10,
2071,"Manhattan, New York, City Directory, 1942",1942,Shmidt,Oscar F.,51W10,
2072,"Manhattan, New York, City Directory, 1942",1942,von Krager,Erica,51W10,
2073,"Manhattan, New York, City Directory, 1942",1942,Wengenroth,Stow,51W10,
2074,"Manhattan, New York, City Directory, 1943",1943,Brown,James Francis,51W10,
2075,"Manhattan, New York, City Directory, 1943",1943,Chapin,Elsa,51W10,
2076,"Manhattan, New York, City Directory, 1943",1943,Cornell,Gertrude,51W10,
2077,"Manhattan, New York, City Directory, 1943",1943,Doolittle,Warren A.,51W10,
2078,"Manhattan, New York, City Directory, 1943",1943,Donahue,Ann Turner,51W10,
2079,"Manhattan, New York, City Directory, 1943",1943,Donahue,Frank R.,51W10,
2080,"Manhattan, New York, City Directory, 1943",1943,Davis,Marshall,,
2081,"Manhattan, New York, City Directory, 1943",1943,Lentelli,Leo,51W10,
2082,"Manhattan, New York, City Directory, 1943",1943,Mathieu Jr.,Mrs. Ruth,51W10,
2083,"Manhattan, New York, City Directory, 1943",1943,Maxwell,John Alan,51W10,
2084,"Manhattan, New York, City Directory, 1943",1943,Saber,Clifford,51W10,
2085,"Manhattan, New York, City Directory, 1943",1943,Paullin,Mrs. Telford,51W10,
2086,"Manhattan, New York, City Directory, 1943",1943,Parsons,Ethel M.,51W10,
2087,"Manhattan, New York, City Directory, 1943",1943,Rimsky,Feodor K.,51W10,
2088,"Manhattan, New York, City Directory, 1943",1943,von Krager,Erica,51W10,
2089,"Manhattan, New York, City Directory, 1943",1944,Ackley,Edith Flack,,
2090,"Manhattan, New York, City Directory, 1944",1944,Clark,Matt,51W10,
2091,"Manhattan, New York, City Directory, 1944",1944,Cornell,Gertrude,51W10,
2092,"Manhattan, New York, City Directory, 1944",1944,Harting,G. W. ,51W10,
2093,"Manhattan, New York, City Directory, 1944",1944,Hauck,Fred,51W10,
2094,"Manhattan, New York, City Directory, 1944",1944,Donahue,Ann Turner,51W10,
2095,"Manhattan, New York, City Directory, 1944",1944,Donahue,Frank R.,51W10,
2096,"Manhattan, New York, City Directory, 1944",1944,Lentelli,Leo,51W10,
2097,"Manhattan, New York, City Directory, 1944",1944,Lucci,Patrick,51W10,
2098,"Manhattan, New York, City Directory, 1944",1944,Paullin,Mrs. Telford,51W10,
2099,"Manhattan, New York, City Directory, 1944",1944,Paullin,Ethel M. Parsons,51W10,
2100,"Manhattan, New York, City Directory, 1944",1944,Prohaska,R. J. ,51W10,
2101,"Manhattan, New York, City Directory, 1944",1944,Rimsky,Feodor K.,51W10,
2102,"Manhattan, New York, City Directory, 1944",1944,Stephens,Thomas E.,51W10,
2103,"Manhattan, New York, City Directory, 1944",1944,Wengenroth,Stow,51W10,
2104,"Manhattan, New York, City Directory, 1944",1944,von Krager,Erica,51W10,
2105,"The Annual exhibition record of the National Academy of Design, 1901-1950",1945,Prohaska,Ray,51 W. 10th,
2106,"The Annual exhibition record of the National Academy of Design, 1901-1950",1945,Ryland,Robert Knight,51 W. 10th,
2107,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1936,Goodwin,Hooker,51 W. 10th,
2108,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1945,Cash,Harold,51 W. 10th,
2109,"Annual Advertising, Editorial, Television Art & Design vol. 24 
Art Directors Club [etc.]]
",1945,Prohaska,Ray,51 West 10th,
2110,"Manhattan, New York, City Directory, 1945",1945,Ackley,Edith Flack,51W10,
2111,"Manhattan, New York, City Directory, 1945",1945,Brown,James Francis,51W10,
2112,"Manhattan, New York, City Directory, 1945",1945,Chapin,Elsa,51W10,
2113,"Manhattan, New York, City Directory, 1945",1945,Lentelli,Leo,51W10,
2114,"Manhattan, New York, City Directory, 1945",1945,Maxwell,John Alan,51W10,
2115,"Manhattan, New York, City Directory, 1945",1945,Rimsky,Feodor K.,51W10,
2116,"Manhattan, New York, City Directory, 1945",1945,Saber,Clifford,51W10,
2117,"Manhattan, New York, City Directory, 1945",1945,Schmidt,Oscar F.,51W10,
2118,"Manhattan, New York, City Directory, 1945",1945,Stephens,Thomas E.,51W10,
2119,"Manhattan, New York, City Directory, 1945",1945,von Krager,Erica,51W10,
2120,"Manhattan, New York, City Directory, 1945",1945,Wallace,Harriet,51W10,
2121,"Manhattan, New York, City Directory, 1945",1945,Wengenroth,Stow,51W10,
2122,"Manhattan, New York, City Directory, 1946",1946,Harting,G. W. ,51W10,
2123,"Manhattan, New York, City Directory, 1946",1946,Lentelli,Leo,51W10,
2124,"Manhattan, New York, City Directory, 1946",1946,Paullin,Telford Mrs.,51W10,
2125,"Manhattan, New York, City Directory, 1946",1946,von Krager,Erica,51W10,
2126,"Manhattan, New York, City Directory, 1946",1946,Brown,James Francis,51W10,
2127,"Manhattan, New York, City Directory, 1946",1946,Chapin,Elsa,51W10,
2128,"Manhattan, New York, City Directory, 1946",1946,Chesno,Mrs. Frances,51W10,
2129,"Manhattan, New York, City Directory, 1946",1946,Maxwell,John Alan,51W10,
2130,"Manhattan, New York, City Directory, 1946",1946,Parsons,Ethel M. ,51W10,
2131,"Manhattan, New York, City Directory, 1946",1946,Paullin,Mrs. Telford,51W10,
2132,"Manhattan, New York, City Directory, 1946",1946,Rimsky,Feodor K.,51W10,
2133,"Manhattan, New York, City Directory, 1946",1946,Prohaska,R. J.,51W10,
2134,"Manhattan, New York, City Directory, 1946",1946,Ryland,R. K.,51W10,
2135,"Manhattan, New York, City Directory, 1946",1946,Saber,Clifford,51W10,
2136,"Manhattan, New York, City Directory, 1946",1946,Stephens,Thos E.,51W10,
2137,"Manhattan, New York, City Directory, 1946",1946,Wallace,Harriet,51W10,
2138,"Manhattan, New York, City Directory, 1946",1946,Ward Jr.,Richd,51W10,
2139,"The Annual exhibition record of the National Academy of Design, 1901-1950",1947,Pleissner,Ogden M.,51 W. 10th,
2140,"The Annual exhibition record of the National Academy of Design, 1901-1950",1947,Ryland,Robert Knight,51 W. 10th,
2141,American Art Annual,1947,Ackley,Telka,51 West 10th,
2142,American Art Annual,1947,Brooks,Ricard,51 West 10th,
2143,American Art Annual,1947,Cimiotti,Gustave,51 West 10th,
2144,American Art Annual,1947,de Leslie,Alexander,51 West 10th,
2145,American Art Annual,1947,Gee,Yun,51 West 10th,
2146,American Art Annual,1947,Lentelli,Leo,51 West 10th,
2147,American Art Annual,1947,Maxwell,John Alan,51 West 10th,
2148,American Art Annual,1947,Paullin,Ethel Parsons (Mrs. Telford),51 West 10th,
2149,American Art Annual,1947,Pleissner,Ogden M.,51 West 10th,
2150,American Art Annual,1947,Prohaska,Ray,51 West 10th,
2151,American Art Annual,1947,Saber,Clifford,51 West 10th,
2152,American Art Annual,1947,Schmidt,Oscar F.,51 West 10th,
2153,American Art Annual,1947,Schuyler,Remington,51 West 10th,
2154,American Art Annual,1947,Ward,Richard Jr.,51 West 10th,
2155,American Art Annual,1947,Wengenroth,Stow,51 West 10th,
2156,Who's who in New York City,1947,Cimiotti,Gustave,51 W. 10th,
2157,Who's who in New York City,1947,Perrett,Galen,51 W. 10th,
2158,Who's who in New York City,1947,Ryland,Robert K.,51 W. 10th,
2159,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1947,Ryland,Robert Knight,51 W. 10th,
2160,"The Annual exhibition record of the National Academy of Design, 1901-1950",1948,Ryland,Robert Knight,51 W. 10th,
2161,Literary Market Place,1948,Maxwell,John Allan,51 W. 10th,
2162,"Manhattan, New York, City Directory, 1948",1948,Ackley,Edith Flack,51W10,
2163,"Manhattan, New York, City Directory, 1948",1948,Barkentin,George,51W10,
2164,"Manhattan, New York, City Directory, 1948",1948,Brown,James Francis,51W10,
2165,"Manhattan, New York, City Directory, 1948",1948,Chesno,Frances Mrs.,51W10,
2166,"Manhattan, New York, City Directory, 1948",1948,Hurst,Joan,51W10,
2167,"Manhattan, New York, City Directory, 1948",1948,Lentelli,Leo,51W10,
2168,"Manhattan, New York, City Directory, 1948",1948,Maxwell,John Alan,51W10,
2169,"Manhattan, New York, City Directory, 1948",1948,Parsons,Ethel M,51W10,
2170,"Manhattan, New York, City Directory, 1948",1948,Paullin,Mrs. Telford,51W10,
2171,"Manhattan, New York, City Directory, 1948",1948,Pleissner,Ogden M.,51W10,
2172,"Manhattan, New York, City Directory, 1948",1948,Ryland,R. K.,51W10,
2173,"Manhattan, New York, City Directory, 1948",1948,Saber,Clifford,51W10,
2174,"Manhattan, New York, City Directory, 1948",1948,Schmidt,Oscar F.,51W10,
2175,"Manhattan, New York, City Directory, 1948",1948,von Krager,Erica,51W10,
2176,"The Annual exhibition record of the National Academy of Design, 1901-1950",1948,Ryland,Robert Knight,51 W. 10th,
2177,"The Annual exhibition record of the National Academy of Design, 1901-1950",1949,Prohaska,Ray,51 W. 10th,
2178,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1949,Prohaska,Ray,51 W. 10th,
2179,"The Annual exhibition record of the National Academy of Design, 1901-1950",1949,Ryland,Robert Knight,51 W. 10th,
2180,"The Annual exhibition record of the National Academy of Design, 1901-1950",1949,Ryland,Robert Knight,51 W. 10th,
2181,Annual Exhibition of Contemporary American Sculpture Watercolor and Drawings,1949,Pleissner,Ogden M.,51 W. 10th,
2182,Literary Market Place,1949,Maxwell,John Allan,51 W. 10th,
2183,"Manhattan, New York, City Directory, 1949",1949,Barkentin,George,51W10,
2184,"Manhattan, New York, City Directory, 1949",1949,Brodigan,Arthur M,51W10,
2185,"Manhattan, New York, City Directory, 1949",1949,Brown,James Francis,51W10,
2186,"Manhattan, New York, City Directory, 1949",1949,Hartman,Harry S.,51W10,
2187,"Manhattan, New York, City Directory, 1949",1949,Kryzanowsky,Sari,51W10,
2188,"Manhattan, New York, City Directory, 1949",1949,Lentelli,Leo,51W10,
2189,"Manhattan, New York, City Directory, 1949",1949,Maxwell,John Alan,51W10,
2190,"Manhattan, New York, City Directory, 1949",1949,Parsons,Ethel M,51W10,
2191,"Manhattan, New York, City Directory, 1949",1949,Paullin,Mrs. Telford,51W10,
2192,"Manhattan, New York, City Directory, 1949",1949,Pleissner,Ogden,51W10,
2193,"Manhattan, New York, City Directory, 1949",1949,Prohaska,R J,51W10,
2194,"Manhattan, New York, City Directory, 1949",1949,Rimsky,Feodor K.,51W10,
2195,"Manhattan, New York, City Directory, 1949",1949,Ryland,R K,51W10,
2196,"Manhattan, New York, City Directory, 1949",1949,Saber,Clifford,51W10,
2197,"Manhattan, New York, City Directory, 1949",1949,Schmidt,Oscar F.,51W10,
2198,"Manhattan, New York, City Directory, 1949",1949,Stephens,Thos E.,51W10,
2199,"Manhattan, New York, City Directory, 1949",1949,von Kager,Erica,51W10,
2200,"Manhattan, New York, City Directory, 1949",1949,Wengenroth,Stow,51W10,
2201,Who's Who in American Art Education,1950,Chapin,Elsa,51W10,
2202,"Annual Exhibition of Contemporary American Sculpture Watercolors and Drawings, April 1 to May 28, 1950, Whitney Museum of American Art",1950,Brumme,C. Ludwig,51W10,
2203,"The Journal of the American Society for Psychical Research, volumes 45-46
",1951,MacLeod,Mr. Wm Christie,51 W. 10th,
2204,"Annual Exhibition Sculpture Watercolor Drawings, Whitney Museum of American Art
",1951,Guston,Philip,51 W. 10th,
2205,The American Catholic who's who. 1950-51 (v.9).,1951,Lentelli,Leo,51 West 10th,
2206,"“1857 Studios Here May Soon Be Razed. Apartments Due to Supplant Greenwich Village Quarters of Many Noted Artists.” The New York Times (New York), August 24, 1952.
",1952,Guston,Philip,n/a,
2207,"“1857 Studios Here May Soon Be Razed. Apartments Due to Supplant Greenwich Village Quarters of Many Noted Artists.” The New York Times (New York), August 24, 1952.
",1952,Cimiotti,Gustave,n/a,
2208,"“1857 Studios Here May Soon Be Razed. Apartments Due to Supplant Greenwich Village Quarters of Many Noted Artists.” The New York Times (New York), August 24, 1952.
",1952,Kresch,Albert,n/a,
2209,"“1857 Studios Here May Soon Be Razed. Apartments Due to Supplant Greenwich Village Quarters of Many Noted Artists.” The New York Times (New York), August 24, 1952.
",1952,Paullin,Mrs. Ethel Parsons,n/a,
2210,"Annual Exhibition Of Contemporary American Painting November 6, 1952 JANUARY 4, 1953
",1952,Smith,Leon Polk,51 West 10th,
2211,"Annual Exhibition of Contemporary American Painting November 6, 1952 JANUARY 4, 1953
",1952,Prohaska,Raymond,51 West 10th,
2212,According to Miriam Schapiro: A retrospective,1952,Brach,Paul,n/a,
2213,According to Miriam Schapiro: A retrospective,1952,Schapiro,Miriam,n/a,
2214,"Mastai’s classified directory of American art  & antique dealers
",1953,Donahue,Ann,51 W. 10th,
2215,"Annual exhibition. 1952. Whitney Museum of American Art
",1952,Prohaska,Raymond,51 W. 10th,
2216,"Annual exhibition. 1952. Whitney Museum of American Art
",1952,Smith,Leon Polk,51 W. 10th,
2217,"The Annual & Biennial Exhibition Record of the Whitney Museum of American Art, 1918-1989
",1952,Mitchell,Joan,51 W. 10th,
2218,Who's who in American art. ,1953,Brooks,Ricard,51 W. 10th,
2219,Who's who in American art. ,1953,Cimiotti,Gustave,51 W. 10th,
2220,Who's who in American art. ,1953,Maxwell,John Alan,51 W. 10th,
2221,Who's who in American art. ,1953,Paullin,Ethel Parsons,51 W. 10th,
2222,Who's who in American art. ,1953,Saber,Clifford,51 W. 10th,
2223,Who's who in American art. ,1953,Schuyler,Remington,51 W. 10th,
2224,Who's who in American art. ,1953,Ward,"Richard, Jr.",51 W. 10th,
2225,Who's who in American art. ,1953,Wengenroth,Stow,51 W. 10th,
2226,Who's who in American art. ,1953,Scaravaglione,Concetta,51 W. 10th,
2227,"Manhattan, New York, City Directory, 1953",1953,Barkentin,William S.,51W10,
2228,"Manhattan, New York, City Directory, 1953",1953,Barkentin,George,51W10,
2229,"Manhattan, New York, City Directory, 1953",1953,Barkentin,Mrs. Marjorie,51W10,
2230,"Manhattan, New York, City Directory, 1953",1953,Brown,James Francis,51W10,
2231,"Manhattan, New York, City Directory, 1953",1953,Daugherty,Chas M,51W10,
2232,"Manhattan, New York, City Directory, 1953",1953,de Aumente,Manuel R,51W10,
2233,"Manhattan, New York, City Directory, 1953",1953,Gibbons,Peter,51W10,
2234,"Manhattan, New York, City Directory, 1953",1953,Guston,Philip,51W10,
2235,"Manhattan, New York, City Directory, 1953",1953,Hurst,Joan,51W10,
2236,"Manhattan, New York, City Directory, 1953",1953,Ivory,Elizabeth Anne,51W10,
2237,"Manhattan, New York, City Directory, 1953",1953,Moore,Robt J,51W10,
2238,"Manhattan, New York, City Directory, 1953",1953,Parsons,Ethel M,51W10,
2239,"Manhattan, New York, City Directory, 1953",1953,Paullin,Mrs. Telford,51W10,
2240,"Manhattan, New York, City Directory, 1953",1953,Rogers,Stanley R. H. ,51W10,
2241,"Manhattan, New York, City Directory, 1953",1953,Saber,Clifford,51W10,
2242,"Manhattan, New York, City Directory, 1953",1953,Salvatore,M,51W10,
2243,"Manhattan, New York, City Directory, 1953",1953,Smith,Leon P,51W10,
2244,"Manhattan, New York, City Directory, 1953",1953,Smith,Luther B,51W10,
2245,"Manhattan, New York, City Directory, 1953",1953,Stephens,Thomas,51W10,
2246,"Manhattan, New York, City Directory, 1953",1953,Taylor,Zillah,51W10,
2247,"Manhattan, New York, City Directory, 1953",1953,Vickery,John ,51W10,
2248,"Manhattan, New York, City Directory, 1953",1953,Wolsky,Milton,51W10,
2249,"The American Oxonian October 1953 Number 4, Part 2 VOLUME XL Address List Rhodes Scholars: 1904-1953
",1953,Bereday,Geo. Z. F.,51 W. 10th,
2250,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1954,Frazier,Richard W.,51 W. 10th,
2251,"Who’s Who in American Art
",1954,Sullivan,Richard Jack,51 W. 10th,
2252,PSA journal. v.20 1954.z (Photographic Society of America) - January 1954,1954,Gibbons,Peter,51 W. 10th,
2253,"Audubon Artists Association, Annual Exhibition, Volume 13, National Academy Galleries
",1955,Fogarty,Thomas E.,51 W. 10th,
2254,Who's Who in the East,1955,Barkentin,Marjorie,51 W. 10th,
2255,"The Musicians Guide
",1956,Cliff Saber Productions,n/a,51 W. 10th,
2256,"The Musicians Guide
",1956,Barkentin,Marjorie,51 W. 10th,
2257,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Alexander,Henry,n/a,
2258,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Ames,Joseph Alexander,n/a,
2259,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Attwood,William F. ,n/a,
2260,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Baer,William Jacob,n/a,
2261,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Baker,William Bliss,n/a,
2262,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Barrow,John Dobson,n/a,
2263,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Bartlett,Frederick Eugene,n/a,
2264,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Beard,William Holbrook,n/a,
2265,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Bierstadt,Albert,n/a,
2266,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Blakelock,Ralph Albert,n/a,
2267,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Blauvelt,Charles F. ,n/a,
2268,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Bolmer,M. DeForest,n/a,
2269,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Boughton,George Henry,n/a,
2270,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Boynton,George Rufus,n/a,
2271,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Bradford,William,n/a,
2272,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Brandt,Carl Ludwig,n/a,
2273,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Brevoort,James Renwick,n/a,
2274,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Brown,John George,n/a,
2275,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Brown,Henry Kirke,n/a,
2276,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Calverley,Charles ,n/a,
2277,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Casilear,John William,n/a,
2278,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Chapman,C. D. ,n/a,
2279,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Chase,William Merritt,n/a,
2280,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Church,Frederic Edwin,n/a,
2281,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Coast,Oscar Regan,n/a,
2282,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Coe,Theodore,n/a,
2283,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Conant,Alban Jasper,n/a,
2284,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Conkey,Samuel,n/a,
2285,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Cromwell,George R. ,n/a,
2286,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Dana,William Parsons Winchester,n/a,
2287,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Davidson,Juien Oliver,n/a,
2288,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Davis,Charles Percy,n/a,
2289,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,DeForest,Lockwood,n/a,
2290,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,DeHaas,Mauritz Frederick Hendrick,n/a,
2291,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,DeHaas,William P. ,n/a,
2292,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Dielman,Frederick,n/a,
2293,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Dix,Charles Temple,n/a,
2294,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Edmonds,Francis William,n/a,
2295,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Farrer,Henry,n/a,
2296,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Fitch,John Lee,n/a,
2297,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Forbes,Charles S. ,n/a,
2298,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Fornachon,Maurice,n/a,
2299,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Freeman,Anna Mary,n/a,
2300,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Freer,Frederick W. ,n/a,
2301,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Fuechsel,Herman Traugott Louis ,n/a,
2302,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Funk,Wilhelm Heinrich,n/a,
2303,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Furness,Frank,n/a,
2304,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Gambrill,Charles Dexter,n/a,
2305,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Gaul,William Gilbert,n/a,
2306,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Gaylord,Thomas,n/a,
2307,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Gifford,Sanford Robinson,n/a,
